ra,dec,classe,B-V,FeH,LogG,TEff,g,i,r,u,z,subclasse,redshift,Espectro_Tipo
336.54924,39.262972999999995,STAR,0.7040000000000001,-0.76,4.49,5320.0,32.106014,78.77417,61.13726800000001,8.000964999999999,86.72003199999997,F9,-0.0002609103,F
336.67417,39.408489,STAR,0.701,-0.02,4.23,5563.0,125.312187,278.262726,225.58804300000003,44.058926,309.039154,F9,-8.86378e-05,F
336.68115,39.284344,STAR,0.8190000000000001,-0.17,4.43,5169.0,305.949249,818.637146,631.145142,70.539215,947.913269,K1,-1.2904260000000003e-05,K
336.58758,38.824116,STAR,0.645,-0.32,4.357,5476.0,112.652046,230.560623,192.459045,39.156712,250.118011,F9,-0.0001151086,F
336.51801,39.244108000000004,STAR,0.767,0.36,4.6,5232.0,145.487274,347.5423580000001,275.042725,46.349831,392.943481,F9,-6.045020000000001e-05,F
336.63441,39.142771,STAR,0.8109999999999999,-0.16,4.45,5059.0,83.762726,206.923386,163.504883,23.774252,233.091492,K1,-0.0002425186,K
336.49406,39.311883,STAR,0.764,-0.61,4.34,5132.0,547.6849980000002,1377.49878,1058.11719,197.203766,1604.0222199999996,F9,-0.00015246729999999998,F
336.70992,38.94565,STAR,0.395,-0.2,3.866,6531.0,171.675201,267.812469,240.363083,109.545593,279.963623,F5,-0.0002783745,F
336.63975,39.241095,STAR,0.313,-0.28,3.604,7190.0,367.108734,451.880859,439.43594400000006,249.288269,456.660614,A0,-0.00020701990000000005,A
335.90792999999996,37.977561,STAR,0.6920000000000001,-0.71,4.62,5285.0,105.899353,255.055878,201.993301,35.099277,288.15155,F9,-0.000326164,F
335.60939,38.199178,STAR,0.564,-0.32,4.42,5651.0,201.211548,408.302429,337.005432,98.083237,449.654816,F9,-0.000402566,F
335.66368,38.225458,STAR,0.603,-0.67,4.16,5474.0,300.963074,730.008728,571.389404,108.325531,833.727661,F9,-0.0006713439,F
335.93339,37.976794,STAR,0.0,0.0,4.0,6000.0,213.184052,521.189026,397.209686,104.491631,608.678467,F5,-0.0007245282000000001,F
335.77707000000004,38.015687,STAR,0.455,-0.12,4.223,6246.0,66.54705,122.250168,104.22699,32.691837,132.576065,G2,-0.0001170232,G
335.58104,38.358913,STAR,0.359,-2.35,4.0,5880.0,54.166195,89.319298,76.754021,36.856571,96.31073,A0,-0.001117643,A
335.59362000000004,38.23666,STAR,0.667,-0.16,4.5,5463.0,65.803337,146.751831,119.062607,22.123325,164.987564,F9,-0.0001087109,F
335.89601,38.38515,STAR,0.728,-0.11,4.5,5268.0,271.308807,578.585693,485.69754000000006,84.821388,630.460449,F9,-0.0001441853,F
156.78433,6.1555597,STAR,0.7090000000000001,-1.44,2.51,5073.0,33.712177000000004,75.917168,60.641441,13.647584,84.681107,F9,0.0004795106,F
156.37735,5.5769093000000005,STAR,0.645,-0.32,4.357,5476.0,59.307545,110.813293,95.598007,24.058962,117.30851,F9,1.254068e-05,F
156.37385,5.6173694,STAR,0.518,-0.08,4.37,6038.0,278.694153,457.022797,409.111084,141.927322,471.137451,G2,-1.197712e-05,G
156.44586999999999,5.8094773,STAR,0.0,-1.5,2.0,7000.0,73.032913,84.58228299999998,82.999252,51.738461,83.562401,A0,0.0004849568,A
156.37698999999998,5.640844599999999,STAR,1.354,-0.36,4.5,3962.0,301.8110660000001,1620.57056,1005.36572,45.118294,2087.14233,K7,-3.0370500000000007e-05,K
332.19073,11.934773,STAR,0.652,-0.55,4.34,5455.0,342.708679,633.863342,537.987305,153.612198,691.2061769999998,F9,-3.841665e-05,F
332.04188,11.987205,STAR,-0.021,-0.06,3.804,9640.0,128.852417,71.17918399999998,91.144424,146.513672,58.853333,A0p,-0.0002380611,A
332.53615,12.278153,STAR,1.367,0.16,4.088,3969.0,88.11108399999998,538.203552,325.75174,10.638531,702.365723,K7,-2.363281e-05,K
332.77709,12.430418,STAR,0.983,-0.39,4.414,4576.0,3.848434,15.500414,10.043165,0.916355,19.00354,K3,-2.940451e-05,K
332.31293,12.203678,STAR,1.074,0.07,0.0,4650.0,4.393252,14.336225,9.993672,1.678557,18.037149,K3,-0.0001050853,K
332.42047,12.135288000000001,STAR,1.371,0.28,4.5,3890.0,73.210289,452.128601,265.50793500000003,9.76021,605.867126,K7,-6.361408000000001e-05,K
332.20416,12.362425,STAR,1.3630000000000002,0.17,4.232,3900.0,81.89202900000002,181.487,126.108788,82.781204,236.991119,K7,8.467225000000001e-05,K
332.3952,12.393495,STAR,-0.199,0.09,2.924,9899.0,132.946365,84.54280899999998,103.958984,148.53775,72.209854,OB,7.916281e-05,O
332.47539,12.467129,STAR,1.755,-0.43,1.528,3782.0,0.776151,7.977473,2.127041,0.377627,16.472916,M4,-5.54568e-05,M
332.07461,12.42538,STAR,0.983,-0.39,4.414,4576.0,7.471621000000002,30.785883,21.503674,1.009719,37.062077,K5,-0.0002247685,K
168.78027,45.502708,STAR,0.0,-2.5,4.0,6500.0,22.970181,28.895699,28.095245,17.350935,28.900488,CV,0.0002373242,C
168.55336,45.561703,STAR,0.0,-2.5,4.0,6000.0,26.216042,41.848927,36.952049,16.431679000000006,42.672848,F5,-0.0003704022,F
182.20514,-0.88729874,STAR,0.0,-1.5,4.0,6000.0,45.913345,71.773384,64.73715200000001,25.572069,73.55866999999998,F5,0.0007060052000000001,F
182.0506,-0.58675414,STAR,0.0,-2.0,4.0,6000.0,28.227551,42.758831,39.175343,18.173761,43.099987,F5,3.556234e-06,F
181.83648,-0.06386698,STAR,1.5019999999999998,-0.2,4.89,3717.0,1.862669,37.742161,14.030527,0.585167,59.99279,M2,8.38509e-05,M
181.8872,0.08242549,STAR,0.0,-1.5,4.0,6000.0,21.945616,36.559826,32.906147,10.404894,34.404327,F5,0.00013565879999999998,F
323.38295,10.683587,STAR,1.371,0.28,4.5,3890.0,17.127306,106.584007,57.998024,2.722835,154.936234,M0,0.0002110421,M
323.57315,10.554151,STAR,1.354,-0.36,4.5,3962.0,24.426468,137.457245,86.678162,1.092947,172.871002,K7,-2.297393e-05,K
323.51815,10.562717999999998,STAR,0.05,0.0,3.972,8320.0,950.53717,619.5723879999998,745.045654,899.788757,556.805237,A0,-0.0002981505,A
323.86364,10.515749000000001,STAR,0.0,0.0,4.0,5000.0,24.743597,53.498325,43.737785,11.669031,54.886883,G2,-0.0004361337,G
323.83468999999997,10.522945,STAR,0.7040000000000001,-0.76,4.49,5320.0,37.344616,82.597679,66.698448,12.882379,83.910988,F9,-0.0003148973,F
323.78956,10.444161,STAR,0.983,-0.39,4.414,4576.0,19.034718,69.782249,49.329811,3.7431,79.135162,K5,1.957452e-05,K
323.80458,10.636761,STAR,0.0,-1.0,4.0,7000.0,82.662933,105.416656,99.431374,58.19181800000001,104.014008,A0,-0.0005874981,A
323.52358,10.668797999999999,STAR,1.41,-0.06,4.165,3858.0,20.174816,151.352448,80.90416,3.710079,206.621445,M0,-5.755961e-06,M
323.41237,10.102836,STAR,0.841,-0.1,3.49,5074.0,36.126926,77.27636700000002,66.252647,8.818309,79.852028,K1,-0.00017704610000000002,K
323.41289,10.583322,STAR,0.645,-0.32,4.357,5476.0,33.265152,63.895195,54.690666,13.398672,65.111938,F9,-7.140566999999999e-05,F
323.47863,10.131656,STAR,0.0,-0.5,4.0,7500.0,431.9711,448.322784,461.856262,288.612244,426.971588,A0,-0.0003788802,A
323.53148999999996,10.499414,STAR,0.6920000000000001,-0.71,4.62,5285.0,35.59656500000001,74.195053,61.886143,11.551722,79.858047,F9,-0.0001414356,F
323.81607,10.456472999999999,STAR,0.603,-0.67,4.16,5474.0,89.85419499999998,171.25550800000005,145.118607,33.801559000000005,182.958221,F9,5.451145000000001e-05,F
323.49178,10.323981,STAR,0.0,-2.0,4.0,6000.0,75.416039,108.550293,98.123566,49.397942,112.077156,F5,-0.0008156309,F
323.68317,10.489246000000001,STAR,0.0,-1.5,2.0,6500.0,155.97731000000005,207.152039,191.650406,109.958305,215.437729,A0,-0.0005464227,A
323.53211,10.146455,STAR,0.0,0.0,2.0,5000.0,60.881538,135.30303999999998,106.814651,26.860153000000004,152.56929,F2,-0.001495142,F
323.48894,10.562124,STAR,0.621,-1.7,4.49,5405.0,24.972559,50.99181,41.484879,10.834817,56.566887,G2,-3.924685e-05,G
323.50644,10.423437,STAR,0.7090000000000001,-1.44,2.51,5073.0,116.315102,239.086243,194.163956,51.886387,266.69397000000004,G2,-0.001008163,G
323.87475,11.153116,STAR,0.773,-0.03,4.55,5261.0,57.624931,122.697678,100.317009,18.366085,134.896469,F9,-0.0002033874,F
323.96026,10.692851,STAR,0.7090000000000001,-1.44,2.51,5073.0,42.491085,93.046288,74.392937,16.331518,103.37767,G2,-0.0005768427,G
324.02637999999996,10.856036,STAR,0.983,-0.39,4.414,4576.0,23.25701,89.036407,63.550819,1.86352,104.322403,K5,-7.344799e-05,K
324.01514,11.066872,STAR,0.0,-1.0,4.0,6000.0,41.727009,72.158073,61.640682,21.769522,77.470085,F5,-0.0006588172,F
324.07747,11.07318,STAR,0.773,-0.03,4.55,5261.0,196.309906,436.808685,357.931427,56.614521,475.975403,F9,-0.0001750994,F
324.03851000000003,11.133605000000001,STAR,0.7490000000000001,-0.21,4.5,5239.0,111.053108,249.160339,206.448364,27.65963,272.32785,K1,-3.436178e-05,K
323.96202,10.71071,STAR,0.7170000000000001,-0.04,4.5,5426.0,766.511841,1645.80933,1352.64502,230.857452,1808.64172,F9,-0.0001232981,F
323.94383999999997,10.743269,STAR,0.0,-1.0,4.0,6500.0,336.453583,447.810577,425.545624,208.496536,443.016205,F5,-2.151201e-05,F
323.90018,11.253515,STAR,0.7170000000000001,-0.04,4.5,5426.0,47.679043,99.194603,83.66082,14.017692000000002,102.927856,F9,-9.462097e-05,F
323.89519,11.14824,STAR,0.7170000000000001,-0.04,4.5,5426.0,33.987339,68.39954399999999,58.084499,9.569982,71.763374,F9,-0.000633012,F
324.14586,11.382292999999999,STAR,0.7490000000000001,-0.21,4.5,5239.0,265.450287,575.332458,477.421326,77.639687,625.711975,F9,-7.073514e-05,F
324.09848999999997,11.232369,STAR,0.851,0.36,4.38,5211.0,30.143757,86.409317,68.82186899999999,3.114691,94.386658,K3,-0.0001089075,K
323.93804,10.807336,STAR,1.491,-0.04,4.958,3980.0,108.898598,991.288818,441.626923,13.232051,1508.39026,M1,-7.196685e-05,M
323.87504,11.204343,STAR,0.7090000000000001,-1.44,2.51,5073.0,43.545254,98.566772,78.17405699999998,17.90107,107.319351,G2,-0.001154492,G
323.99375,11.40184,STAR,0.0,-2.0,4.0,6000.0,37.242451,63.264977,55.21950500000001,20.624002,61.881596,F5,-0.0005600109,F
324.08092999999997,11.575548,STAR,0.841,-0.1,3.49,5074.0,122.552437,275.240936,229.001144,28.030798,294.922363,K1,-2.383097e-05,K
323.99384,11.358372,STAR,0.6920000000000001,-0.71,4.62,5285.0,35.953892,79.435539,65.266228,10.877198,82.275848,F9,0.000166137,F
324.02678,11.400117,STAR,1.038,0.07,4.251,4528.0,33.281971,101.243507,75.499229,6.999977,115.89196,K3,-0.0002090279,K
323.37619,10.052007000000001,STAR,1.354,-0.36,4.5,3962.0,12.752697,69.830116,44.649876,-0.465404,83.886848,K7,-8.345165e-05,K
323.16991,10.158453,STAR,0.6920000000000001,-0.71,4.62,5285.0,51.23954000000001,99.204475,84.28697199999998,16.555641,102.386597,F9,-0.0005835374,F
323.19072,10.14744,STAR,0.7170000000000001,-0.04,4.5,5426.0,193.561371,368.740692,320.096008,57.64909399999999,386.879913,F9,-7.577519e-05,F
323.19942000000003,10.170848,STAR,1.354,-0.36,4.5,3962.0,92.038841,509.049988,310.918701,12.201702,667.947266,K7,-0.0001583467,K
323.24355,10.367125,STAR,0.7040000000000001,-0.76,4.49,5320.0,548.861084,1155.56982,942.890015,198.519028,1275.0449199999996,F9,-0.0005651826999999999,F
323.21596,10.14047,STAR,0.0,-2.0,4.0,6000.0,873.107178,1245.91077,1146.97742,576.754395,1289.87842,F5,-0.0005856876,F
323.26261,10.153411,STAR,0.0,-1.0,4.0,7000.0,190.477173,233.425781,229.31919900000003,122.094498,226.822998,A0,-0.000194635,A
323.23787000000004,10.137012,STAR,0.983,-0.39,4.414,4576.0,39.339214,113.310097,87.532211,5.9094050000000005,127.509811,K3,-0.0001126449,K
323.18073,10.281366,STAR,1.41,-0.06,4.165,3858.0,45.628963,309.076965,169.445969,5.7464260000000005,422.402435,M0,-6.87654e-05,M
323.31763,10.187052,STAR,0.0,-2.0,4.0,6500.0,261.767822,364.327362,337.224915,173.262466,367.709656,F5,-0.0004515654,F
323.2898,10.517924,STAR,0.7170000000000001,-0.04,4.5,5426.0,51.889355,100.725807,86.233376,17.427789999999998,105.021568,F9,-0.0003859048,F
323.26446,10.529484,STAR,1.354,-0.36,4.5,3962.0,17.940533,91.58812,54.80681600000001,1.451867,121.140396,M0,2.264686e-05,M
323.18748,10.062579,STAR,0.6920000000000001,-0.71,4.62,5285.0,43.48452800000001,89.47831,75.701027,11.998697,93.580864,F9,-0.0002620393,F
323.28525,10.274791,STAR,1.069,-0.28,4.64,4382.0,70.66950200000002,317.380737,210.013107,8.378085,397.88913,K7,-0.0001548337,K
323.31663,10.407164,STAR,0.645,-0.32,4.357,5476.0,25.807127,52.767197,43.67049,9.886895,55.644962,F9,-0.001232174,F
204.5678,39.972826,STAR,-0.199,0.09,2.924,9899.0,2.242287,2.828295,2.57588,1.55743,3.263935,sdF3 (140283),-0.0002512446,s
204.55288000000002,39.195953,STAR,0.18,-2.09,2.497,6537.0,4.486196,6.849577,6.001426,2.146609,8.660571000000001,G4V (32923),-8.411023000000001e-05,G
204.2098,39.993435999999996,STAR,-0.199,0.09,2.924,9899.0,3.489642,4.52428,4.188041,3.148514,5.415718,F3/F5V (30743),0.0005340743,F
204.18227,39.084871,STAR,0.43,-2.03,4.37,5937.0,39.450108,52.836784,49.449638,23.655087,53.823154,F3/F5V (30743),-0.0001137048,F
104.7447,65.668104,STAR,0.8190000000000001,-0.17,4.43,5169.0,589.269287,1399.87195,1124.35522,149.460648,1551.11182,K1,-2.787842e-05,K
104.46217,66.247446,STAR,0.95,-0.12,4.409,4775.0,40.710835,118.672707,88.08030699999998,8.650166,137.818375,K3,-0.0003128907,K
104.70107,66.209988,STAR,0.0,-0.5,4.0,8500.0,617.308411,574.223267,608.9506230000002,449.241882,541.070923,A0,-0.0002940212,A
202.51678,40.616103,STAR,0.588,-0.05,4.37,5820.0,0.783497,10.461012,3.237086,-0.575436,19.724424,M5III (221615),-0.0001197944,M
52.141042,0.486496,STAR,0.858,-0.5,2.5,4804.0,3.862298000000001,13.559769,9.542891,0.8812,15.846966,K1,7.014596e-05,K
52.127734000000004,0.325932,STAR,0.871,-0.23,4.47,4955.0,15.414469,47.874752,34.417103000000004,4.34324,57.67918,K3,-4.154688e-05,K
51.957936,0.441787,STAR,0.486,-0.65,3.7,5790.0,206.178513,400.710388,331.9408870000001,111.247734,436.91232300000013,G0,-0.0002435169,G
52.114187,0.374276,STAR,0.645,-0.4,4.68,5467.0,18.855366,46.094257,36.424026,6.526023,51.798946,F9,0.0001312626,F
51.943064,0.39408699999999997,STAR,0.871,-0.23,4.47,4955.0,18.979029,55.130653,41.778774,3.994514,64.038887,K3,3.622708e-05,K
52.068157,0.222333,STAR,0.0,0.0,4.0,6000.0,14.603414,26.532028000000004,22.414921,9.522644,28.632717,B6,0.0002203953,B
52.063719,0.389407,STAR,0.0,-0.5,4.0,8500.0,15.729844,19.256643,18.461229,11.283523,19.896952,A0,-0.0001574139,A
52.050579,0.149675,STAR,0.0,-1.5,4.0,7500.0,45.27969,61.79921700000001,58.190475,27.21118,62.142426,A0,-0.0005184785,A
52.035862,0.200149,STAR,0.8109999999999999,-0.16,4.45,5059.0,13.17231,37.66835,27.536419,4.2519550000000015,44.448051,F9,0.000335586,F
51.975993,0.154111,STAR,1.5019999999999998,-0.2,4.89,3717.0,3.875304,55.080463,18.087543,0.8882540000000001,99.384842,M2,2.235848e-05,M
52.099558,0.33024899999999996,STAR,0.0,-2.0,4.0,6500.0,19.463003,36.89349,30.430918,11.4145,39.874031,A0,-0.0004004104,A
52.035383,0.41591999999999996,STAR,0.0,-1.5,4.0,6000.0,25.694067,56.768398,44.953304,12.740401,62.859997,F2,0.0003311368,F
52.017415,0.20383800000000002,STAR,0.7859999999999999,-0.24,4.5,5221.0,27.196724,67.08651,52.57289100000001,8.143382,75.631897,F9,0.0002656428,F
52.97515,1.192958,STAR,0.7859999999999999,-0.24,4.5,5221.0,21.342598,54.66463100000001,41.807552,6.713245,62.74495699999999,K1,0.0002023598,K
332.09595,12.390839999999999,STAR,1.367,0.16,4.088,3969.0,109.743622,644.169983,398.33548,12.540669,846.84967,K7,1.924942e-05,K
331.91192,12.41653,STAR,1.5019999999999998,-0.2,4.89,3717.0,0.983848,15.763127,4.799226999999999,0.210179,30.122356,M3,6.349853e-05,M
332.06158999999997,12.492343,STAR,0.5720000000000001,-0.37,4.27,5661.0,193.560959,350.270782,303.348877,95.620644,372.925293,G2,-0.00029398630000000004,G
331.78265,11.6271,STAR,1.069,-0.28,4.64,4382.0,6.8503479999999985,38.588779,24.281555,1.260407,52.038807,K7,-7.070781e-05,K
331.86834,11.705536,STAR,1.3630000000000002,0.17,4.232,3900.0,54.27008100000001,596.800232,273.66409300000004,4.790443,948.624878,M0,6.021565e-05,M
331.73922000000005,12.147039999999999,STAR,1.649,-0.21,0.276,3917.0,0.8836709999999999,7.125101,2.757134,0.051985,12.146093,M2,-9.665011e-06,M
331.69026,12.245546000000001,STAR,1.038,0.07,4.251,4528.0,82.717323,312.904541,224.96199,10.742845,376.604309,K5,9.356529e-06,K
331.69773,12.476334,STAR,0.8109999999999999,-0.16,4.45,5059.0,19.337406,45.485786,35.882271,6.576534,51.253212,K1,-0.0001533032,K
331.52133,11.528096000000001,STAR,1.491,-0.04,4.958,3980.0,30.162085,178.519699,85.80143699999998,4.385695,281.016663,M2,-2.233725e-05,M
331.49836,11.59356,STAR,1.41,-0.06,4.165,3858.0,13.487803,118.459747,57.152275,2.121645,174.67953500000004,M0,-8.294523999999999e-05,M
331.38403,11.800995,STAR,1.41,-0.06,4.165,3858.0,29.700933000000006,176.802551,97.903969,4.609448,249.061447,M0,5.070188e-05,M
331.48703,11.661491999999999,STAR,1.491,-0.04,4.958,3980.0,19.195879,122.239975,60.67906600000001,4.44974,179.608307,M1,-3.734127e-05,M
331.36466,12.01112,STAR,0.0,-1.0,4.0,6000.0,50.889374,96.075203,81.46751400000002,25.28426,103.081566,G0,-0.0003919446,G
172.93435,0.52846302,STAR,0.813,0.01,2.7,5190.0,190.369553,414.465393,346.371399,46.815754,442.234314,K1,5.23423e-05,K
172.91366000000002,0.58277126,STAR,0.645,-0.32,4.357,5476.0,316.277527,595.598083,514.627869,118.553001,625.774231,F9,-0.00016822240000000002,F
172.94618,0.47443807,STAR,0.7170000000000001,-0.04,4.5,5426.0,71.161079,148.286392,124.154259,22.431808,156.91394,F9,0.0003302008,F
173.03266000000002,0.31002164,STAR,0.7040000000000001,-0.76,4.49,5320.0,373.050018,726.7978519999998,618.065857,128.040009,769.925415,F9,8.860369e-05,F
156.65976,6.247783999999999,STAR,0.0,-1.0,4.0,6000.0,208.077896,312.149902,283.803284,129.30809,316.9443970000001,F5,8.783704e-05,F
156.22513,5.6868996,STAR,0.394,-1.7,3.93,5949.0,22.929653,32.60722,30.157652,15.993502,33.153728,F5,-2.389253e-05,F
156.12561000000002,5.579135,STAR,0.394,-1.7,3.93,5949.0,44.58354600000001,56.862324,54.60735699999999,30.544605,56.207405,F5,0.0002924806,F
156.27868999999998,5.6231352,STAR,0.465,-0.54,4.24,5935.0,42.759079,67.646812,60.897263,23.926718,68.773178,F2,0.0003756048,F
156.15599,5.5611958,STAR,0.645,-0.32,4.357,5476.0,343.434845,604.2917480000001,531.896729,142.66670200000004,635.49054,F9,-7.795747e-06,F
335.72561,37.945801,STAR,0.95,-0.12,4.409,4775.0,40.526634,113.95343,86.001892,13.409285999999998,134.310181,K3,3.0615970000000004e-05,K
335.66785,38.253987,STAR,0.0,-2.5,4.0,6500.0,49.615086,78.917252,68.855942,33.795277,86.25798,A0,-0.001070254,A
335.71132,38.074729,STAR,0.0,-1.5,4.0,7000.0,48.916828,69.83158900000001,63.686134,34.686489,74.327354,A0,-0.0004784555,A
335.75886,38.689065,STAR,0.0,-0.5,4.0,8500.0,84.357704,97.478081,96.114662,60.028385,99.238869,A0,-0.0002898364,A
335.59002000000004,38.635855,STAR,0.8190000000000001,-0.07,4.79,5139.0,170.094772,498.304413,372.654419,40.865643,589.258301,K3,-0.0001636125,K
335.87029,38.586437,STAR,0.759,-0.03,4.5,5262.0,46.211681,118.473885,92.32502,16.004618,136.507767,K1,-0.000427155,K
335.63757999999996,38.394655,STAR,1.038,0.07,4.251,4528.0,87.579994,300.514313,212.675308,22.884865,368.785736,K5,-0.000149996,K
335.65103999999997,38.661951,STAR,0.298,-0.15,4.045,7118.0,160.702438,195.65979,191.818054,110.8834,196.418106,A0,-0.0001868457,A
335.68095,38.352874,STAR,0.399,-0.07,3.922,6449.0,1651.01257,2608.44556,2375.96558,922.029419,2713.51636,F5,6.479957e-05,F
335.64249,38.149471999999996,STAR,0.757,-0.13,4.394,5261.0,36.401226,83.85192099999998,67.853348,14.525687,96.364281,K1,-6.179753e-05,K
335.76896,38.31531,STAR,0.722,0.31,4.28,5501.0,212.763504,474.944885,398.847473,56.082577,517.121033,K1,-5.931533000000001e-05,K
336.06585,39.076783,STAR,0.7959999999999999,-0.04,4.38,5148.0,44.895069,108.836174,87.21172299999998,13.876126,123.834908,F9,-0.00016602849999999998,F
335.97796,39.325942,STAR,0.613,-0.75,4.47,5324.0,142.974579,317.533539,253.060257,65.945396,362.209991,F9,-0.0001649095,F
336.25939,38.826388,STAR,0.446,-1.05,4.41,5895.0,42.95409,81.15119200000002,66.369873,25.245218,88.750771,F5,-0.0002727129,F
336.06844,39.024811,STAR,0.0,-1.0,4.0,8500.0,145.511871,149.125916,153.875519,106.482216,146.594543,A0,-0.000417942,A
336.38041,39.022739,STAR,0.633,0.12,4.21,5742.0,96.428841,211.052963,174.71580500000005,32.457607,235.624557,F9,-0.0002055973,F
336.2661,38.735876,STAR,0.455,-0.12,4.223,6246.0,101.206116,174.418335,151.945404,60.730274,188.304382,G0,-0.0002487928,G
336.09639,39.243478,STAR,0.701,-0.02,4.23,5563.0,99.817909,223.289459,183.778152,31.924622,251.039886,F9,-0.0001643491,F
336.07081,39.154588000000004,STAR,0.53,-0.45,4.37,5873.0,272.202911,494.647949,426.17532300000005,139.393082,530.325562,G2,-0.0001251014,G
336.05894,38.776693,STAR,0.767,0.36,4.6,5232.0,84.515686,184.073685,150.773422,34.752724,206.183273,F9,-0.000232009,F
336.13192999999995,39.399812,STAR,0.8109999999999999,-0.16,4.45,5059.0,129.378204,307.56424,245.052078,46.659908,348.155029,F9,-0.0002434587,F
335.95705,38.84043,STAR,0.871,-0.23,4.47,4955.0,29.54701,89.529579,68.85838299999999,9.2817,102.866875,K3,-6.449781e-05,K
335.94401,39.146828,STAR,0.456,-0.29,4.12,6163.0,229.481979,397.178802,347.79892,132.424271,423.869385,G0,-0.0001961287,G
336.42323,39.1447,STAR,0.968,-0.54,2.89,4575.0,494.747253,1521.36658,1116.45667,126.636864,1853.50244,K3,4.353892e-05,K
336.41332,39.009605,STAR,0.8640000000000001,-0.07,4.53,5099.0,27.837513,71.969521,56.015495,13.91151,83.44648000000002,K3,-0.0001026747,K
336.35645,39.279944,STAR,0.468,-0.13,3.97,6141.0,83.194603,147.611816,125.634018,52.407051,160.549835,F5,-9.503255e-05,F
336.23283,39.327203999999995,STAR,0.105,-0.08,3.769,7354.0,120.795105,124.051643,127.554955,91.050972,121.33831,A0,-0.000230506,A
336.12801,39.273125,STAR,0.871,-0.23,4.47,4955.0,97.7136,284.786957,214.967377,27.545649,334.936523,K3,-0.000258468,K
323.24582999999996,10.182388000000001,STAR,0.0,-2.0,4.0,6500.0,82.0233,112.982193,104.808289,54.051125,115.019676,A0,-0.0009066027,A
323.38106,10.529636,STAR,0.0,-1.0,2.0,7500.0,46.727249,50.11224,50.858612,33.636875,48.270737,A0,-0.0009928806,A
323.24906,10.659595,STAR,0.953,-1.71,1.4,4576.0,25.246807,52.21954,42.607563,10.784497,56.44439300000001,G2,-0.0002488437,G
323.32186,10.430218,STAR,0.983,-0.39,4.414,4576.0,20.779425,70.48653399999998,52.16990300000001,1.764161,82.531059,K5,9.332827e-05,K
323.71778,10.727038,STAR,0.0,-1.0,4.0,6500.0,190.263947,270.186615,249.94194,119.476089,275.45166,F5,-0.0002031265,F
323.55995,10.922504,STAR,0.7859999999999999,-0.24,4.5,5221.0,83.009888,182.828674,150.727005,25.218771,201.296295,F9,-2.125166e-05,F
